,country,year,gdppc,elepc,laggdppc,lagelepc
124,European Union,2009,33.494205331285706,6.02812552636874,34.135199280581105,6.26956315491484
125,European Union,2008,35.101728899015704,6.36076309710648,33.494205331285706,6.02812552636874
126,European Union,2007,34.9902892148408,6.3683557048773904,35.101728899015704,6.36076309710648
127,European Union,2006,34.0184155905948,6.35873579181656,34.9902892148408,6.3683557048773904
128,European Union,2005,32.9862926553716,6.29245972107629,34.0184155905948,6.35873579181656
129,European Union,2004,32.3934251589223,6.22965522026951,32.9862926553716,6.29245972107629
130,Fragile and conflict affected situations,2014,3.93387814332605,0.44537232794645,,
131,Fragile and conflict affected situations,2013,3.9818538874130898,0.46607729705774,3.93387814332605,0.44537232794645
132,Fragile and conflict affected situations,2012,3.9083242008970402,0.44164708286822996,3.9818538874130898,0.46607729705774
133,Fragile and conflict affected situations,2011,3.56230568008755,0.500640150395619,3.9083242008970402,0.44164708286822996
134,Fragile and conflict affected situations,2010,3.82720738300934,0.512989917987766,3.56230568008755,0.500640150395619
135,Fragile and conflict affected situations,2009,3.67619047556569,0.44041518195331997,3.82720738300934,0.512989917987766
136,Fragile and conflict affected situations,2008,3.59263949740829,0.43123256432117396,3.67619047556569,0.44041518195331997
137,Fragile and conflict affected situations,2007,3.48491026155301,0.444224313339274,3.59263949740829,0.43123256432117396
138,Fragile and conflict affected situations,2006,3.38840627146483,0.462510571645425,3.48491026155301,0.444224313339274
139,Fragile and conflict affected situations,2005,3.23973706030954,0.43373253703847703,3.38840627146483,0.462510571645425
140,Fragile and conflict affected situations,2004,3.10731049888168,0.4522934336366,3.23973706030954,0.43373253703847703
141,Heavily indebted poor countries (HIPC),2014,2.0455810837526003,0.207173008157195,,
142,Heavily indebted poor countries (HIPC),2013,1.99125890383456,0.201677091060526,2.0455810837526003,0.207173008157195
143,Heavily indebted poor countries (HIPC),2012,1.93316390337276,0.196101024987925,1.99125890383456,0.201677091060526
144,Heavily indebted poor countries (HIPC),2011,1.87926353878086,0.18366672801485,1.93316390337276,0.196101024987925
145,Heavily indebted poor countries (HIPC),2010,1.8455045103406802,0.177792929599253,1.87926353878086,0.18366672801485
146,Heavily indebted poor countries (HIPC),2009,1.79031807155934,0.168627474880364,1.8455045103406802,0.177792929599253
147,Heavily indebted poor countries (HIPC),2008,1.76332596648835,0.166988145022388,1.79031807155934,0.168627474880364
148,Heavily indebted poor countries (HIPC),2007,1.70859222972224,0.167643490068215,1.76332596648835,0.166988145022388
149,Heavily indebted poor countries (HIPC),2006,1.6467601356689499,0.165475430432282,1.70859222972224,0.167643490068215
150,Heavily indebted poor countries (HIPC),2005,1.59410372289733,0.155604902559327,1.6467601356689499,0.165475430432282
151,Heavily indebted poor countries (HIPC),2004,1.54438687503802,0.14974006306791401,1.59410372289733,0.155604902559327
152,High income,2014,41.232477992795104,8.83435596599181,,
153,High income,2013,40.6425966024935,8.89341409205977,41.232477992795104,8.83435596599181
154,High income,2012,40.2740679171683,8.89593769766831,40.6425966024935,8.89341409205977
155,High income,2011,39.964451374844195,8.95544428841991,40.2740679171683,8.89593769766831
156,High income,2010,39.2869345223,9.06657539876261,39.964451374844195,8.95544428841991
157,High income,2009,38.2805731287468,8.69948931022051,39.2869345223,9.06657539876261
158,High income,2008,39.8758971290137,9.090233130563671,38.2805731287468,8.69948931022051
159,High income,2007,39.967828805402,9.120383561375311,39.8758971290137,9.090233130563671
160,High income,2006,39.1641790229706,9.02788112184891,39.967828805402,9.120383561375311
161,High income,2005,38.208660711106596,9.0158065634174,39.1641790229706,9.02788112184891
162,High income,2004,37.355293030914,8.85411790486027,38.208660711106596,9.0158065634174
163,IBRD only,2014,11.3037800724341,2.40235239742617,,
164,IBRD only,2013,10.9114012837536,2.33865502710614,11.3037800724341,2.40235239742617
165,IBRD only,2012,10.4870515644306,2.2340189275050797,10.9114012837536,2.33865502710614
166,IBRD only,2011,10.072426356755301,2.15753756162088,10.4870515644306,2.2340189275050797
167,IBRD only,2010,9.59894684253224,2.0111742939112203,10.072426356755301,2.15753756162088
168,IBRD only,2009,9.025407181541999,1.85123049824683,9.59894684253224,2.0111742939112203
169,IBRD only,2008,8.88883275714978,1.81030482643475,9.025407181541999,1.85123049824683
170,IBRD only,2007,8.50981663305498,1.7543124650864599,8.88883275714978,1.81030482643475
171,IBRD only,2006,7.91755396857025,1.63218149390925,8.50981663305498,1.7543124650864599
172,IBRD only,2005,7.40309390838853,1.5104251983877,7.91755396857025,1.63218149390925
173,IBRD only,2004,6.989858952485839,1.42657987130837,7.40309390838853,1.5104251983877
174,IDA & IBRD total,2014,9.32002528049828,1.95809130845965,,
175,IDA & IBRD total,2013,9.017420979557029,1.9118974263769,9.32002528049828,1.95809130845965
176,IDA & IBRD total,2012,8.687389708149631,1.83215154831808,9.017420979557029,1.9118974263769
177,IDA & IBRD total,2011,8.37260784448017,1.7784515466421502,8.687389708149631,1.83215154831808
178,IDA & IBRD total,2010,8.01166338844919,1.6652367711704301,8.37260784448017,1.7784515466421502
179,IDA & IBRD total,2009,7.5652168978699,1.53743385494026,8.01166338844919,1.6652367711704301
180,IDA & IBRD total,2008,7.45813785014892,1.50734924124029,7.5652168978699,1.53743385494026
181,IDA & IBRD total,2007,7.1634312970692395,1.46706409665828,7.45813785014892,1.50734924124029
182,IDA & IBRD total,2006,6.695296250487201,1.37137476164991,7.1634312970692395,1.46706409665828
183,IDA & IBRD total,2005,6.286451582588961,1.2737463016261399,6.695296250487201,1.37137476164991
184,IDA & IBRD total,2004,5.9537951936254006,1.20632828697334,6.286451582588961,1.2737463016261399
185,IDA blend,2014,4.7641080917989305,0.404859302213358,,
186,IDA blend,2013,4.6157017550152695,0.407428115915435,4.7641080917989305,0.404859302213358
187,IDA blend,2012,4.47165119696229,0.397752391103111,4.6157017550152695,0.407428115915435
188,IDA blend,2011,4.38191039668343,0.399539045590123,4.47165119696229,0.397752391103111
189,IDA blend,2010,4.28568505189451,0.401582629006053,4.38191039668343,0.399539045590123
190,IDA blend,2009,4.16238766247002,0.391696788946467,4.28568505189451,0.401582629006053
191,IDA blend,2008,4.0495477306645595,0.39379535618108596,4.16238766247002,0.391696788946467
192,IDA blend,2007,3.9849466258082002,0.417596335974973,4.0495477306645595,0.39379535618108596
193,IDA blend,2006,3.85257448071882,0.422153880903949,3.9849466258082002,0.417596335974973
194,IDA blend,2005,3.71425728533851,0.41461536845485897,3.85257448071882,0.422153880903949
195,IDA blend,2004,3.55976628108523,0.402549690050734,3.71425728533851,0.41461536845485897
196,IDA only,2014,2.53267858835521,0.268429075890996,,
197,IDA only,2013,2.4506600357655697,0.266317116186991,2.53267858835521,0.268429075890996
198,IDA only,2012,2.35607416810719,0.265033180262494,2.4506600357655697,0.266317116186991
199,IDA only,2011,2.2962968075166,0.267115449304003,2.35607416810719,0.265033180262494
200,IDA only,2010,2.24961787475741,0.263304082224251,2.2962968075166,0.267115449304003
201,IDA only,2009,2.16288396797908,0.2412385208118,2.24961787475741,0.263304082224251
202,IDA only,2008,2.1072858952758002,0.23772442109328798,2.16288396797908,0.2412385208118
203,IDA only,2007,2.02577034008221,0.237101627251044,2.1072858952758002,0.23772442109328798
204,IDA only,2006,1.93299556754348,0.23202476807651498,2.02577034008221,0.237101627251044
205,IDA only,2005,1.8521854761496799,0.219973896733663,1.93299556754348,0.23202476807651498
206,IDA only,2004,1.77455762292545,0.211458648294584,1.8521854761496799,0.219973896733663
207,IDA total,2014,3.28197837561678,0.321649243406048,,
208,IDA total,2013,3.1771795605315702,0.321265587860621,3.28197837561678,0.321649243406048
209,IDA total,2012,3.06583676231971,0.3166208911535,3.1771795605315702,0.321265587860621
210,IDA total,2011,2.9957931911249402,0.318961427621716,3.06583676231971,0.3166208911535
211,IDA total,2010,2.93394900891795,0.31732341480641496,2.9957931911249402,0.318961427621716
212,IDA total,2009,2.83481201693318,0.29989500852884204,2.93394900891795,0.31732341480641496
213,IDA total,2008,2.75979054458342,0.298483328317634,2.83481201693318,0.29989500852884204
214,IDA total,2007,2.68519365617497,0.307287548656555,2.75979054458342,0.298483328317634
215,IDA total,2006,2.58001806518372,0.305894792253534,2.68519365617497,0.307287548656555
216,IDA total,2005,2.4806642398054,0.295558611515906,2.58001806518372,0.305894792253534
217,IDA total,2004,2.37788180189877,0.285649600830576,2.4806642398054,0.295558611515906
218,Late-demographic dividend,2014,14.5744141535374,3.7035310293933597,,
219,Late-demographic dividend,2013,13.9890131085623,3.5860704140360498,14.5744141535374,3.7035310293933597
220,Late-demographic dividend,2012,13.3529705423141,3.38983619639562,13.9890131085623,3.5860704140360498
221,Late-demographic dividend,2011,12.7070396517841,3.24560965558527,13.3529705423141,3.38983619639562
222,Late-demographic dividend,2010,11.939330841347902,3.0086202009928003,12.7070396517841,3.24560965558527
223,Late-demographic dividend,2009,11.14141411354,2.7382551294117503,11.939330841347902,3.0086202009928003
224,Late-demographic dividend,2008,10.8848371430639,2.65551060312958,11.14141411354,2.7382551294117503
225,Late-demographic dividend,2007,10.252658117945401,2.55386301265639,10.8848371430639,2.65551060312958
226,Late-demographic dividend,2006,9.37561498163473,2.33917054964496,10.252658117945401,2.55386301265639
227,Late-demographic dividend,2005,8.639281254881471,2.1325324772814502,9.37561498163473,2.33917054964496
228,Late-demographic dividend,2004,8.0814934957168,1.9851151430098601,8.639281254881471,2.1325324772814502
229,Latin America & Caribbean,2014,14.660850846027001,2.1288169954084,,
230,Latin America & Caribbean,2013,14.6405640197476,2.1247477881634698,14.660850846027001,2.1288169954084
231,Latin America & Caribbean,2012,14.4001073422886,2.10455559833477,14.6405640197476,2.1247477881634698
232,Latin America & Caribbean,2011,14.164637924598601,2.0541481643901602,14.4001073422886,2.10455559833477
233,Latin America & Caribbean,2010,13.7134419866927,1.9662565469095201,14.164637924598601,2.0541481643901602
234,Latin America & Caribbean,2009,13.099886418111,1.8785831385496399,13.7134419866927,1.9662565469095201
235,Latin America & Caribbean,2008,13.5410512937543,1.89961086501147,13.099886418111,1.8785831385496399
236,Latin America & Caribbean,2007,13.2059543720005,1.84813509076627,13.5410512937543,1.89961086501147
237,Latin America & Caribbean,2006,12.685544023335801,1.7883923954916,13.2059543720005,1.84813509076627
238,Latin America & Caribbean,2005,12.2018390721663,1.74227575670356,12.685544023335801,1.7883923954916
239,Latin America & Caribbean,2004,11.8589485670066,1.68986568208228,12.2018390721663,1.74227575670356
240,Latin America & Caribbean (excluding high income),2014,13.8095316807981,1.9807085317824602,,
241,Latin America & Caribbean (excluding high income),2013,13.7419612430464,1.98596467186967,13.8095316807981,1.9807085317824602
242,Latin America & Caribbean (excluding high income),2012,13.520333366447,1.96425907218222,13.7419612430464,1.98596467186967
243,Latin America & Caribbean (excluding high income),2011,13.261817791541,1.9218176569725398,13.520333366447,1.96425907218222
244,Latin America & Caribbean (excluding high income),2010,12.8645588461947,1.83675350343025,13.261817791541,1.9218176569725398
245,Latin America & Caribbean (excluding high income),2009,12.3286877077188,1.7517046013778,12.8645588461947,1.83675350343025
246,Latin America & Caribbean (excluding high income),2008,12.7003598618155,1.77095181838501,12.3286877077188,1.7517046013778
247,Latin America & Caribbean (excluding high income),2007,12.3845236731605,1.73892322414488,12.7003598618155,1.77095181838501
248,Latin America & Caribbean (excluding high income),2006,11.931693117328699,1.68426313686311,12.3845236731605,1.73892322414488
249,Latin America & Caribbean (excluding high income),2005,11.5084067514846,1.63522533270632,11.931693117328699,1.68426313686311
250,Latin America & Caribbean (excluding high income),2004,11.2382481930699,1.58767304775554,11.5084067514846,1.63522533270632
251,Latin America & the Caribbean (IDA & IBRD countries),2014,14.583199966752199,2.14123788844664,,
252,Latin America & the Caribbean (IDA & IBRD countries),2013,14.5624600431319,2.13745510875428,14.583199966752199,2.14123788844664
253,Latin America & the Caribbean (IDA & IBRD countries),2012,14.3203849909026,2.11801836287722,14.5624600431319,2.13745510875428
254,Latin America & the Caribbean (IDA & IBRD countries),2011,14.0844294391832,2.06703680694198,14.3203849909026,2.11801836287722
255,Latin America & the Caribbean (IDA & IBRD countries),2010,13.6274133796425,1.97807192039572,14.0844294391832,2.06703680694198
256,Latin America & the Caribbean (IDA & IBRD countries),2009,13.0064332937881,1.8881441251961801,13.6274133796425,1.97807192039572
257,Latin America & the Caribbean (IDA & IBRD countries),2008,13.4479120861431,1.9099726735890699,13.0064332937881,1.8881441251961801
258,Latin America & the Caribbean (IDA & IBRD countries),2007,13.105049159811701,1.85791373862412,13.4479120861431,1.9099726735890699
259,Latin America & the Caribbean (IDA & IBRD countries),2006,12.5767429109645,1.79859607140342,13.105049159811701,1.85791373862412
260,Latin America & the Caribbean (IDA & IBRD countries),2005,12.0848470794578,1.7530415452446801,12.5767429109645,1.79859607140342
261,Latin America & the Caribbean (IDA & IBRD countries),2004,11.7335795526896,1.6992491626633501,12.0848470794578,1.7530415452446801
262,Least developed countries: UN classification,2014,2.38874020298872,0.204709022950086,,
263,Least developed countries: UN classification,2013,2.31698507157939,0.19450996858617903,2.38874020298872,0.204709022950086
264,Least developed countries: UN classification,2012,2.23684814286757,0.18126775063270797,2.31698507157939,0.19450996858617903
265,Least developed countries: UN classification,2011,2.18386228213166,0.17219254105757698,2.23684814286757,0.18126775063270797
266,Least developed countries: UN classification,2010,2.1460907440104604,0.164799697081159,2.18386228213166,0.17219254105757698
267,Least developed countries: UN classification,2009,2.0636245642828,0.151155824988853,2.1460907440104604,0.164799697081159
268,Least developed countries: UN classification,2008,2.01181881518207,0.143696959664537,2.0636245642828,0.151155824988853
269,Least developed countries: UN classification,2007,1.9245454316530999,0.142850996547761,2.01181881518207,0.143696959664537
270,Least developed countries: UN classification,2006,1.8215782978411001,0.138011176463335,1.9245454316530999,0.142850996547761
271,Least developed countries: UN classification,2005,1.73247933159276,0.127749106965713,1.8215782978411001,0.138011176463335
272,Least developed countries: UN classification,2004,1.64242160016235,0.122051346802787,1.73247933159276,0.127749106965713
273,Low & middle income,2014,9.07255896722951,1.92212481829955,,
274,Low & middle income,2013,8.7643983410991,1.87618735282214,9.07255896722951,1.92212481829955
275,Low & middle income,2012,8.434026924508231,1.7954072256942,8.7643983410991,1.87618735282214
276,Low & middle income,2011,8.114598363171499,1.74068918511176,8.434026924508231,1.7954072256942
277,Low & middle income,2010,7.763637367394169,1.62793681408349,8.114598363171499,1.74068918511176
278,Low & middle income,2009,7.3277940489110795,1.5009723564989,7.763637367394169,1.62793681408349
279,Low & middle income,2008,7.20820005445702,1.46903686308489,7.3277940489110795,1.5009723564989
280,Low & middle income,2007,6.91957931229926,1.4307297059911601,7.20820005445702,1.46903686308489
281,Low & middle income,2006,6.46487334206131,1.33534048189591,6.91957931229926,1.4307297059911601
282,Low & middle income,2005,6.06797258397701,1.2375774647754298,6.46487334206131,1.33534048189591
283,Low & middle income,2004,5.74418100377959,1.17027506856837,6.06797258397701,1.2375774647754298
284,Low income,2012,1.78847410050169,0.25523958064317404,,
285,Lower middle income,2014,5.80397348606928,0.767166319307364,,
286,Lower middle income,2013,5.56947723451181,0.741532127381448,5.80397348606928,0.767166319307364
287,Lower middle income,2012,5.3531116012678,0.712939776873046,5.56947723451181,0.741532127381448
288,Lower middle income,2011,5.16699633064165,0.689376190831013,5.3531116012678,0.712939776873046
289,Lower middle income,2010,4.99765725910461,0.648242332632142,5.16699633064165,0.689376190831013
290,Lower middle income,2009,4.75043267878816,0.607939763011927,4.99765725910461,0.648242332632142
291,Lower middle income,2008,4.58921916684563,0.587870400971392,4.75043267878816,0.607939763011927
292,Lower middle income,2007,4.45974720772636,0.575993940191998,4.58921916684563,0.587870400971392
293,Lower middle income,2006,4.23090346071159,0.549478196254005,4.45974720772636,0.575993940191998
294,Lower middle income,2005,4.01438709648233,0.518037966592696,4.23090346071159,0.549478196254005
295,Lower middle income,2004,3.82257509867255,0.498033178305624,4.01438709648233,0.518037966592696
296,Middle East & North Africa,2014,17.4490174630283,2.87526533302596,,
