country,year,gdppc,elepc,laggdppc,lagelepc
Early-demographic dividend,2008,1.9068470387000696,-0.05267177643197767,1.9105259536257795,-0.03748074676404365
Early-demographic dividend,2007,1.8871060344372215,-0.07413012699539646,1.9068470387000696,-0.05267177643197767
Early-demographic dividend,2006,1.8437591952551384,-0.11185024396325956,1.8871060344372215,-0.07413012699539646
Early-demographic dividend,2005,1.7993822874729737,-0.15936891716090662,1.8437591952551384,-0.11185024396325956
Early-demographic dividend,2004,1.7551102764287172,-0.19806900522483814,1.7993822874729737,-0.15936891716090662
East Asia & Pacific,2014,2.6754145098616795,1.3020383752455278,,
East Asia & Pacific,2013,2.631703866113143,1.2754213030657842,2.6754145098616795,1.3020383752455278
East Asia & Pacific,2012,2.583457161794489,1.2210651999072868,2.631703866113143,1.2754213030657842
East Asia & Pacific,2011,2.534524106867614,1.1859229034790744,2.583457161794489,1.2210651999072868
East Asia & Pacific,2010,2.481981363761699,1.1232250078817667,2.534524106867614,1.1859229034790744
East Asia & Pacific,2009,2.4098415735533876,1.0274616178058316,2.481981363761699,1.1232250078817667
East Asia & Pacific,2008,2.380817278707966,0.9927879145130741,2.4098415735533876,1.0274616178058316
East Asia & Pacific,2007,2.337014384801626,0.9724937756097995,2.380817278707966,0.9927879145130741
East Asia & Pacific,2006,2.263217807557438,0.8891423993475236,2.337014384801626,0.9724937756097995
East Asia & Pacific,2005,2.1997882927609695,0.8152148545534197,2.263217807557438,0.8891423993475236
East Asia & Pacific,2004,2.1432941584000647,0.7481594518586827,2.1997882927609695,0.8152148545534197
East Asia & Pacific (excluding high income),2014,2.4438800724542524,1.1145269419649975,,
East Asia & Pacific (excluding high income),2013,2.386768968081801,1.075578292688309,2.4438800724542524,1.1145269419649975
East Asia & Pacific (excluding high income),2012,2.325521836829564,0.9995189363248451,2.386768968081801,1.075578292688309
East Asia & Pacific (excluding high income),2011,2.2609898288821855,0.9470480858935778,2.325521836829564,0.9995189363248451
East Asia & Pacific (excluding high income),2010,2.188874914865659,0.8462240748405594,2.2609898288821855,0.9470480858935778
East Asia & Pacific (excluding high income),2009,2.1043258236488875,0.7334503029720228,2.188874914865659,0.8462240748405594
East Asia & Pacific (excluding high income),2008,2.0399785210357932,0.6699453981626731,2.1043258236488875,0.7334503029720228
East Asia & Pacific (excluding high income),2007,1.9682398217470476,0.6231317027650611,2.0399785210357932,0.6699453981626731
East Asia & Pacific (excluding high income),2006,1.8642762635293098,0.5038935152337478,1.9682398217470476,0.6231317027650611
East Asia & Pacific (excluding high income),2005,1.7726897360882397,0.38400705226073517,1.8642762635293098,0.5038935152337478
East Asia & Pacific (excluding high income),2004,1.6904793679295864,0.28083692696953516,1.7726897360882397,0.38400705226073517
East Asia & Pacific (IDA & IBRD countries),2014,2.4544768423338383,1.1246581631842916,,
East Asia & Pacific (IDA & IBRD countries),2013,2.397392101288689,1.0855567993199826,2.4544768423338383,1.1246581631842916
East Asia & Pacific (IDA & IBRD countries),2012,2.336170962714359,1.0091491572018623,2.397392101288689,1.0855567993199826
East Asia & Pacific (IDA & IBRD countries),2011,2.271663748588747,0.9565173423466641,2.336170962714359,1.0091491572018623
East Asia & Pacific (IDA & IBRD countries),2010,2.1995727272808496,0.854896555100899,2.271663748588747,0.9565173423466641
East Asia & Pacific (IDA & IBRD countries),2009,2.115049047234512,0.7417450690879389,2.1995727272808496,0.854896555100899
East Asia & Pacific (IDA & IBRD countries),2008,2.0507290001138654,0.6774712544649472,2.115049047234512,0.7417450690879389
East Asia & Pacific (IDA & IBRD countries),2007,1.9790167974614041,0.6307897933154146,2.0507290001138654,0.6774712544649472
East Asia & Pacific (IDA & IBRD countries),2006,1.8750749702465246,0.5106326503341696,1.9790167974614041,0.6307897933154146
East Asia & Pacific (IDA & IBRD countries),2005,1.7835067382726284,0.3897889846847064,1.8750749702465246,0.5106326503341696
East Asia & Pacific (IDA & IBRD countries),2004,1.7013066406378914,0.2861219341334925,1.7835067382726284,0.3897889846847064
Euro area,2014,3.616270627732032,1.8488884396876513,,
Euro area,2013,3.605759775566739,1.8774729330080515,3.616270627732032,1.8488884396876513
Euro area,2012,3.611916619740673,1.892688943666684,3.605759775566739,1.8774729330080515
Euro area,2011,3.623247771755121,1.8937024852292237,3.611916619740673,1.892688943666684
Euro area,2010,3.6055028012832095,1.9129718200749029,3.623247771755121,1.8937024852292237
Euro area,2009,3.5868834408797627,1.8712227178335303,3.6055028012832095,1.9129718200749029
Euro area,2008,3.6370653462545386,1.924814528359733,3.5868834408797627,1.8712227178335303
Euro area,2007,3.637446135969759,1.92590162610728,3.6370653462545386,1.924814528359733
Euro area,2006,3.612010172259937,1.9251283001500914,3.637446135969759,1.92590162610728
Euro area,2005,3.5843245320735684,1.914711115342598,3.612010172259937,1.9251283001500914
Euro area,2004,3.572121857463593,1.90830073067114,3.5843245320735684,1.914711115342598
Europe & Central Asia,2014,3.3499579372280035,1.681258517141429,,
Europe & Central Asia,2013,3.3361315668185,1.6972957285815204,3.3499579372280035,1.681258517141429
Europe & Central Asia,2012,3.3282572593989292,1.7085907253003951,3.3361315668185,1.6972957285815204
Europe & Central Asia,2011,3.3248051949791226,1.7028001101450128,3.3282572593989292,1.7085907253003951
Europe & Central Asia,2010,3.297998444448407,1.7099488563362604,3.3248051949791226,1.7028001101450128
Europe & Central Asia,2009,3.2726181555157314,1.6668336786002547,3.297998444448407,1.7099488563362604
Europe & Central Asia,2008,3.32443583824263,1.7199160834905431,3.2726181555157314,1.6668336786002547
Europe & Central Asia,2007,3.3124519965165495,1.7142388467361132,3.32443583824263,1.7199160834905431
Europe & Central Asia,2006,3.2731773869037695,1.7036941202039264,3.3124519965165495,1.7142388467361132
Europe & Central Asia,2005,3.2313600598437637,1.6824423749502386,3.2731773869037695,1.7036941202039264
Europe & Central Asia,2004,3.201516539982409,1.6676274277077152,3.2313600598437637,1.6824423749502386
Europe & Central Asia (excluding high income),2014,2.9229133369956246,1.4476528652030867,,
Europe & Central Asia (excluding high income),2013,2.909062451617158,1.4410189726592801,2.9229133369956246,1.4476528652030867
Europe & Central Asia (excluding high income),2012,2.8785235401695526,1.44977327665828,2.909062451617158,1.4410189726592801
Europe & Central Asia (excluding high income),2011,2.8488191758534587,1.4340088908674238,2.8785235401695526,1.44977327665828
Europe & Central Asia (excluding high income),2010,2.7936941022948636,1.4101092148991314,2.8488191758534587,1.4340088908674238
Europe & Central Asia (excluding high income),2009,2.750174184265503,1.357180446590082,2.7936941022948636,1.4101092148991314
Europe & Central Asia (excluding high income),2008,2.81619271972501,1.411965230956245,2.750174184265503,1.357180446590082
Europe & Central Asia (excluding high income),2007,2.7737485640867954,1.3941564043887653,2.81619271972501,1.411965230956245
Europe & Central Asia (excluding high income),2006,2.6995355836923376,1.3656813539462251,2.7737485640867954,1.3941564043887653
Europe & Central Asia (excluding high income),2005,2.62166273206122,1.317099462790372,2.6995355836923376,1.3656813539462251
Europe & Central Asia (excluding high income),2004,2.5547615305900284,1.2924676896243095,2.62166273206122,1.317099462790372
Europe & Central Asia (IDA & IBRD countries),2014,2.949584813031883,1.440857260397779,,
Europe & Central Asia (IDA & IBRD countries),2013,2.9339095182181447,1.4341761229412968,2.949584813031883,1.440857260397779
Europe & Central Asia (IDA & IBRD countries),2012,2.9056007807937245,1.4414706454973791,2.9339095182181447,1.4341761229412968
Europe & Central Asia (IDA & IBRD countries),2011,2.8780908751770538,1.4268412805895727,2.9056007807937245,1.4414706454973791
Europe & Central Asia (IDA & IBRD countries),2010,2.824490847546322,1.4033733882790624,2.8780908751770538,1.4268412805895727
Europe & Central Asia (IDA & IBRD countries),2009,2.7824721917586897,1.3504091233079616,2.824490847546322,1.4033733882790624
Europe & Central Asia (IDA & IBRD countries),2008,2.8386171984110544,1.4036266640226807,2.7824721917586897,1.3504091233079616
Europe & Central Asia (IDA & IBRD countries),2007,2.7966198072507567,1.3856534653583794,2.8386171984110544,1.4036266640226807
Europe & Central Asia (IDA & IBRD countries),2006,2.7233544373180307,1.357763021417096,2.7966198072507567,1.3856534653583794
Europe & Central Asia (IDA & IBRD countries),2005,2.6477786841999182,1.309736829380357,2.7233544373180307,1.357763021417096
Europe & Central Asia (IDA & IBRD countries),2004,2.584787268794104,1.2864223969738084,2.6477786841999182,1.309736829380357
European Union,2014,3.557491815146909,1.7763681820485206,,
European Union,2013,3.5423479932754094,1.8026422494933183,3.557491815146909,1.7763681820485206
European Union,2012,3.5424520254668197,1.8160164900702267,3.5423479932754094,1.8026422494933183
European Union,2011,3.5484909928041044,1.8165168519505441,3.5424520254668197,1.8160164900702267
European Union,2010,3.530329088866418,1.8357066799552186,3.5484909928041044,1.8165168519505441
European Union,2009,3.5113724486835864,1.7964361044307693,3.530329088866418,1.8357066799552186
European Union,2008,3.558250385640978,1.8501483539763213,3.5113724486835864,1.7964361044307693
European Union,2007,3.5550705719882143,1.851341305160054,3.558250385640978,1.8501483539763213
European Union,2006,3.526902013002354,1.8498295827220776,3.5550705719882143,1.851341305160054
European Union,2005,3.4960921010951225,1.8393520469065354,3.526902013002354,1.8498295827220776
European Union,2004,3.4779554750120187,1.829320989417144,3.4960921010951225,1.8393520469065354
Fragile and conflict affected situations,2014,1.369625744226842,-0.8088446546330454,,
Fragile and conflict affected situations,2013,1.3817475117023637,-0.763403785097518,1.369625744226842,-0.8088446546330454
Fragile and conflict affected situations,2012,1.3631086890040296,-0.8172441708887067,1.3817475117023637,-0.763403785097518
Fragile and conflict affected situations,2011,1.2704079981667482,-0.6918676986548927,1.3631086890040296,-0.8172441708887067
Fragile and conflict affected situations,2010,1.342135394421239,-0.6674990870497814,1.2704079981667482,-0.6918676986548927
Fragile and conflict affected situations,2009,1.3018770191373528,-0.8200374016276142,1.342135394421239,-0.6674990870497814
Fragile and conflict affected situations,2008,1.2788871683934522,-0.8411077420135012,1.3018770191373528,-0.8200374016276142
Fragile and conflict affected situations,2007,1.2484422939678994,-0.8114256339020407,1.2788871683934522,-0.8411077420135012
Fragile and conflict affected situations,2006,1.220359684436735,-0.7710858646791587,1.2484422939678994,-0.8114256339020407
Fragile and conflict affected situations,2005,1.175492172285605,-0.8353272089615651,1.220359684436735,-0.7710858646791587
Fragile and conflict affected situations,2004,1.1337575606870027,-0.7934241203207246,1.175492172285605,-0.8353272089615651
Heavily indebted poor countries (HIPC),2014,0.7156818976664949,-1.574201046594226,,
Heavily indebted poor countries (HIPC),2013,0.6887670537121292,-1.60108741974613,0.7156818976664949,-1.574201046594226
Heavily indebted poor countries (HIPC),2012,0.6591579888574856,-1.6291253189300339,0.6887670537121292,-1.60108741974613
Heavily indebted poor countries (HIPC),2011,0.6308799654027479,-1.694632424478241,0.6591579888574856,-1.6291253189300339
Heavily indebted poor countries (HIPC),2010,0.6127526874517031,-1.7271357227264703,0.6308799654027479,-1.694632424478241
Heavily indebted poor countries (HIPC),2009,0.5823932976755942,-1.7800632877324827,0.6127526874517031,-1.7271357227264703
Heavily indebted poor countries (HIPC),2008,0.5672017793984848,-1.7898324569750337,0.5823932976755942,-1.7800632877324827
Heavily indebted poor countries (HIPC),2007,0.535669773979658,-1.7859156373146368,0.5672017793984848,-1.7898324569750337
Heavily indebted poor countries (HIPC),2006,0.4988098034727826,-1.7989325517883172,0.535669773979658,-1.7859156373146368
Heavily indebted poor countries (HIPC),2005,0.46631164907743927,-1.8604351602835074,0.4988098034727826,-1.7989325517883172
Heavily indebted poor countries (HIPC),2004,0.43462698695045204,-1.8988544009968762,0.46631164907743927,-1.8604351602835074
High income,2014,3.7192262466055976,2.17864820735819,,
High income,2013,3.7048166940070613,2.185311013154399,3.7192262466055976,2.17864820735819
High income,2012,3.695707785832313,2.1855947340741153,3.7048166940070613,2.185311013154399
High income,2011,3.6879903433431767,2.192261647729195,3.695707785832313,2.1855947340741153
High income,2010,3.670892008696525,2.204594618270229,3.6879903433431767,2.192261647729195
High income,2009,3.6449425384880034,2.163264323962973,3.670892008696525,2.204594618270229
High income,2008,3.6857720593851795,2.207200554787207,3.6449425384880034,2.163264323962973
High income,2007,3.6880748506424106,2.2105118603702074,3.6857720593851795,2.207200554787207
High income,2006,3.6677625285918514,2.200317691151371,3.6880748506424106,2.2105118603702074
High income,2005,3.6430622101014287,2.1989793216955826,3.6677625285918514,2.200317691151371
High income,2004,3.6204746158867303,2.18088265078558,3.6430622101014287,2.1989793216955826
IBRD only,2014,2.4251371894634937,0.8764484228995004,,
IBRD only,2013,2.389808231904617,0.8495759893823203,2.4251371894634937,0.8764484228995004
IBRD only,2012,2.350141311826029,0.8038021730842958,2.389808231904617,0.8495759893823203
IBRD only,2011,2.309801626739219,0.768967553613413,2.350141311826029,0.8038021730842958
IBRD only,2010,2.2616533885529857,0.6987187773039941,2.309801626739219,0.768967553613413
IBRD only,2009,2.200043620269566,0.6158505521740024,2.2616533885529857,0.6987187773039941
IBRD only,2008,2.184795742497074,0.5934952434928485,2.200043620269566,0.6158505521740024
IBRD only,2007,2.1412203951210556,0.5620770223752075,2.184795742497074,0.5934952434928485
IBRD only,2006,2.069082315772472,0.48991745986181384,2.1412203951210556,0.5620770223752075
IBRD only,2005,2.0018980085606386,0.41239119952450354,2.069082315772472,0.48991745986181384
IBRD only,2004,1.944460377570863,0.3552798812069326,2.0018980085606386,0.41239119952450354
IDA & IBRD total,2014,2.2321653411936366,0.6719701765550491,,
IDA & IBRD total,2013,2.1991583707471287,0.6480961658977258,2.2321653411936366,0.6719701765550491
IDA & IBRD total,2012,2.161872515345532,0.6054909857116376,2.1991583707471287,0.6480961658977258
IDA & IBRD total,2011,2.1249654064011363,0.5757430680893123,2.161872515345532,0.6054909857116376
IDA & IBRD total,2010,2.0808984034972675,0.509967318229413,2.1249654064011363,0.5757430680893123
IDA & IBRD total,2009,2.0235610180612835,0.4301146985960318,2.0808984034972675,0.509967318229413
IDA & IBRD total,2008,2.0093057651134214,0.41035263880753603,2.0235610180612835,0.4301146985960318
IDA & IBRD total,2007,1.9689890976120958,0.38326319054329483,2.0093057651134214,0.41035263880753603
IDA & IBRD total,2006,1.9014052276768063,0.3158137123517729,1.9689890976120958,0.38326319054329483
IDA & IBRD total,2005,1.8383967752142276,0.2419624020186018,1.9014052276768063,0.3158137123517729
IDA & IBRD total,2004,1.7840288638873103,0.18758127268286706,1.8383967752142276,0.2419624020186018
IDA blend,2014,1.5611103405301414,-0.904215674175958,,
IDA blend,2013,1.5294639159865353,-0.8978907645235084,1.5611103405301414,-0.904215674175958
IDA blend,2012,1.49775773570941,-0.9219256002094353,1.5294639159865353,-0.8978907645235084
IDA blend,2011,1.4774847929230035,-0.9174437824061843,1.49775773570941,-0.9219256002094353
IDA blend,2010,1.455280411358963,-0.9123419660071185,1.4774847929230035,-0.9174437824061843
IDA blend,2009,1.4260888669471894,-0.9372672360808257,1.455280411358963,-0.9123419660071185
IDA blend,2008,1.3986052034418788,-0.9319239051750169,1.4260888669471894,-0.9372672360808257
IDA blend,2007,1.3825239183778764,-0.8732400164584907,1.3986052034418788,-0.9319239051750169
IDA blend,2006,1.3487416211125511,-0.8623853847217503,1.3825239183778764,-0.8732400164584907
IDA blend,2005,1.3121787349895528,-0.8804040115177808,1.3487416211125511,-0.8623853847217503
IDA blend,2004,1.2696948913282395,-0.9099367362010842,1.3121787349895528,-0.8804040115177808
IDA only,2014,0.9292774732546621,-1.3151685493085759,,
IDA only,2013,0.8963573906276316,-1.323067514149667,0.9292774732546621,-1.3151685493085759
IDA only,2012,0.8569967458147176,-1.3279002522961363,0.8963573906276316,-1.323067514149667
IDA only,2011,0.8312977416689346,-1.320074319640391,0.8569967458147176,-1.3279002522961363
IDA only,2010,0.8107603683518456,-1.3344457085201098,0.8312977416689346,-1.320074319640391
IDA only,2009,0.7714425015094128,-1.421969122022361,0.8107603683518456,-1.3344457085201098
IDA only,2008,0.7454008139303723,-1.4366431707545129,0.7714425015094128,-1.421969122022361
IDA only,2007,0.7059500430745291,-1.439266422792009,0.7454008139303723,-1.4366431707545129
IDA only,2006,0.6590709071782881,-1.4609111540636628,0.7059500430745291,-1.439266422792009
IDA only,2005,0.6163662803182989,-1.51424639088001,0.6590709071782881,-1.4609111540636628
IDA only,2004,0.5735511653444154,-1.5537258159492795,0.6163662803182989,-1.51424639088001
IDA total,2014,1.188446403863981,-1.1342936333553215,,
IDA total,2013,1.155993872585925,-1.1354871214265532,1.188446403863981,-1.1342936333553215
IDA total,2012,1.1203205377797159,-1.1500501477567384,1.155993872585925,-1.1354871214265532
IDA total,2011,1.097209034942949,-1.1426851000546323,1.1203205377797159,-1.1500501477567384
IDA total,2010,1.0763493001961983,-1.1478337892094939,1.097209034942949,-1.1426851000546323
IDA total,2009,1.0419756270211677,-1.2043228371508046,1.0763493001961983,-1.1478337892094939
IDA total,2008,1.0151547872056055,-1.2090411992414496,1.0419756270211677,-1.2043228371508046
IDA total,2007,0.9877528505647609,-1.1799713291939145,1.0151547872056055,-1.2090411992414496
IDA total,2006,0.9477964009182059,-1.1845140523130064,0.9877528505647609,-1.1799713291939145
IDA total,2005,0.9085263629457377,-1.2188881148805948,0.9477964009182059,-1.1845140523130064
IDA total,2004,0.8662100921967498,-1.2529893912200425,0.9085263629457377,-1.2188881148805948
Late-demographic dividend,2014,2.679267536131098,1.3092866968331272,,
Late-demographic dividend,2013,2.638272243555996,1.2770570108061259,2.679267536131098,1.3092866968331272
Late-demographic dividend,2012,2.591738872626908,1.2207816005776173,2.638272243555996,1.2770570108061259
Late-demographic dividend,2011,2.54215614318531,1.1773032078826502,2.591738872626908,1.2207816005776173
Late-demographic dividend,2010,2.4798380629557646,1.101481568675318,2.54215614318531,1.1773032078826502
Late-demographic dividend,2009,2.410669166617063,1.0073209034644637,2.4798380629557646,1.101481568675318
Late-demographic dividend,2008,2.387370732981925,0.9766369537661806,2.410669166617063,1.0073209034644637
Late-demographic dividend,2007,2.3275370005446123,0.9376071197804748,2.387370732981925,0.9766369537661806
Late-demographic dividend,2006,2.238112167746055,0.8497964005680083,2.3275370005446123,0.9376071197804748
Late-demographic dividend,2005,2.156319391263221,0.7573102299424983,2.238112167746055,0.8497964005680083
Late-demographic dividend,2004,2.0895766940312703,0.6856769190109243,2.156319391263221,0.7573102299424983
Latin America & Caribbean,2014,2.6851807333846307,0.7555664242122324,,
Latin America & Caribbean,2013,2.683796033730104,0.7536531074093382,2.6851807333846307,0.7555664242122324
Latin America & Caribbean,2012,2.667235660879769,0.744104327665344,2.683796033730104,0.7536531074093382
Latin America & Caribbean,2011,2.6507485716849484,0.7198612434667027,2.667235660879769,0.744104327665344
Latin America & Caribbean,2010,2.618376518716322,0.6761315050272841,2.6507485716849484,0.7198612434667027
Latin America & Caribbean,2009,2.572603559796312,0.6305178429975099,2.618376518716322,0.6761315050272841
Latin America & Caribbean,2008,2.6057259080264714,0.6416490573076951,2.572603559796312,0.6305178429975099
Latin America & Caribbean,2007,2.5806678166702803,0.6141770716117387,2.6057259080264714,0.6416490573076951
Latin America & Caribbean,2006,2.5404630792688514,0.5813171132391469,2.5806678166702803,0.6141770716117387
Latin America & Caribbean,2005,2.5015866839987213,0.5551921648137038,2.5404630792688514,0.5813171132391469
Latin America & Caribbean,2004,2.473082735930214,0.5246490477186114,2.5015866839987213,0.5551921648137038
Latin America & Caribbean (excluding high income),2014,2.625359055245762,0.683454625030006,,
Latin America & Caribbean (excluding high income),2013,2.620454016276454,0.6861047768795002,2.625359055245762,0.683454625030006
Latin America & Caribbean (excluding high income),2012,2.604194727592415,0.6751151117125972,2.620454016276454,0.6861047768795002
Latin America & Caribbean (excluding high income),2011,2.5848890637134754,0.6532714345451945,2.604194727592415,0.6751151117125972
Latin America & Caribbean (excluding high income),2010,2.5544761541387384,0.6079996129236718,2.5848890637134754,0.6532714345451945
Latin America & Caribbean (excluding high income),2009,2.5119288806701423,0.5605893717790019,2.5544761541387384,0.6079996129236718
Latin America & Caribbean (excluding high income),2008,2.5416303286391244,0.5715171525497571,2.5119288806701423,0.5605893717790019
Latin America & Caribbean (excluding high income),2007,2.5164476022227524,0.5532660849696303,2.5416303286391244,0.5715171525497571
Latin America & Caribbean (excluding high income),2006,2.479198147023121,0.5213281606578767,2.5164476022227524,0.5532660849696303
Latin America & Caribbean (excluding high income),2005,2.443077790171091,0.49178061302216836,2.479198147023121,0.5213281606578767
Latin America & Caribbean (excluding high income),2004,2.419322977609854,0.4622694523041199,2.443077790171091,0.49178061302216836
Latin America & the Caribbean (IDA & IBRD countries),2014,2.6798701789567048,0.7613841143397357,,
Latin America & the Caribbean (IDA & IBRD countries),2013,2.6784469875028862,0.7596159198558546,2.6798701789567048,0.7613841143397357
Latin America & the Caribbean (IDA & IBRD countries),2012,2.661684046010676,0.7504809170553328,2.6784469875028862,0.7596159198558546
Latin America & the Caribbean (IDA & IBRD countries),2011,2.64506989210765,0.7261160874796383,2.661684046010676,0.7504809170553328
Latin America & the Caribbean (IDA & IBRD countries),2010,2.612083453644958,0.6821225926991216,2.64506989210765,0.7261160874796383
Latin America & the Caribbean (IDA & IBRD countries),2009,2.5654441038073084,0.6355944023077272,2.612083453644958,0.6821225926991216
Latin America & the Caribbean (IDA & IBRD countries),2008,2.5988238587666164,0.6470889349347627,2.5654441038073084,0.6355944023077272
Latin America & the Caribbean (IDA & IBRD countries),2007,2.57299758799395,0.6194542123085625,2.5988238587666164,0.6470889349347627
Latin America & the Caribbean (IDA & IBRD countries),2006,2.5318493076510773,0.5870064002433739,2.57299758799395,0.6194542123085625
Latin America & the Caribbean (IDA & IBRD countries),2005,2.491952360327584,0.5613523051703507,2.5318493076510773,0.5870064002433739
Latin America & the Caribbean (IDA & IBRD countries),2004,2.4624547783199953,0.5301864844761208,2.491952360327584,0.5613523051703507
Least developed countries: UN classification,2014,0.8707661152509976,-1.5861657083899738,,
Least developed countries: UN classification,2013,0.8402668024339671,-1.6372718648658935,0.8707661152509976,-1.5861657083899738
Least developed countries: UN classification,2012,0.8050677959246133,-1.7077800555173401,0.8402668024339671,-1.6372718648658935
Least developed countries: UN classification,2011,0.7810949982624187,-1.7591420035040228,0.8050677959246133,-1.7077800555173401
Least developed countries: UN classification,2010,0.7636479285011213,-1.8030244996082185,0.7810949982624187,-1.7591420035040228
Least developed countries: UN classification,2009,0.7244639339242172,-1.8894440206966983,0.7636479285011213,-1.8030244996082185
Least developed countries: UN classification,2008,0.6990391960861727,-1.940048643639861,0.7244639339242172,-1.8894440206966983
Least developed countries: UN classification,2007,0.6546898004534621,-1.9459531741465521,0.6990391960861727,-1.940048643639861
Least developed countries: UN classification,2006,0.5997033219069523,-1.980420608239607,0.6546898004534621,-1.9459531741465521
Least developed countries: UN classification,2005,0.5495535221941716,-2.0576870404064125,0.5997033219069523,-1.980420608239607
Least developed countries: UN classification,2004,0.4961717382205854,-2.1033134473594224,0.5495535221941716,-2.0576870404064125
Low & middle income,2014,2.205254359640815,0.6534312503226886,,
Low & middle income,2013,2.170697872674192,0.6292417138396109,2.205254359640815,0.6534312503226886
Low & middle income,2012,2.1322743476963453,0.5852318628918936,2.170697872674192,0.6292417138396109
Low & middle income,2011,2.093664706602049,0.5542811182036786,2.1322743476963453,0.5852318628918936
Low & middle income,2010,2.049450957285792,0.4873134548391156,2.093664706602049,0.5542811182036786
Low & middle income,2009,1.9916745222977204,0.40611313575881686,2.049450957285792,0.4873134548391156
Low & middle income,2008,1.975219274423804,0.38460699087613553,1.9916745222977204,0.40611313575881686
Low & middle income,2007,1.9343549747612694,0.3581845980311577,1.975219274423804,0.38460699087613553
Low & middle income,2006,1.8663834207034178,0.28918630195303224,1.9343549747612694,0.3581845980311577
Low & middle income,2005,1.8030245433444063,0.21315581129987504,1.8663834207034178,0.28918630195303224
Low & middle income,2004,1.7481873430495047,0.15723882251816262,1.8030245433444063,0.21315581129987504
Low income,2012,0.5813627984835896,-1.3655526429735694,,
Lower middle income,2014,1.758542766794636,-0.26505165717511175,,
Lower middle income,2013,1.717301195766575,-0.2990367907885499,1.758542766794636,-0.26505165717511175
Lower middle income,2012,1.6776779995533075,-0.3383583265488408,1.717301195766575,-0.2990367907885499
Lower middle income,2011,1.6422915391522215,-0.3719681615691343,1.6776779995533075,-0.3383583265488408
Lower middle income,2010,1.6089692544520242,-0.4334906824279253,1.6422915391522215,-0.3719681615691343
Lower middle income,2009,1.5582357041692745,-0.4976794759176635,1.6089692544520242,-0.4334906824279253
Lower middle income,2008,1.5237098934454232,-0.531248761887833,1.5582357041692745,-0.4976794759176635
